,PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,HOJA,CNT_VOTOS,ZONA
15175,Constitucional Ambientalista,Maldonado,9001,DZZ,Departamental,187,2,Maldonado Centro
15521,Devolución,Maldonado,12,DAA,Departamental,7775,1,Maldonado Centro
15522,Devolución,Maldonado,48,DAA,Departamental,7775,2,Maldonado Centro
15523,Devolución,Maldonado,55,DAA,Departamental,7775,1,Maldonado Centro
15524,Devolución,Maldonado,78,DAA,Departamental,7775,1,Maldonado Centro
15525,Devolución,Maldonado,103,DAA,Departamental,7775,1,Maldonado Centro
15526,Devolución,Maldonado,171,DAF,Departamental,7775,1,Cerro Pelado
15527,Devolución,Maldonado,182,DAF,Departamental,7775,3,Cerro Pelado
15528,Devolución,Maldonado,190,DAG,Departamental,7775,2,Hipódromo
15529,Devolución,Maldonado,191,DAG,Departamental,7775,1,Hipódromo
15530,Devolución,Maldonado,193,DAG,Departamental,7775,1,Hipódromo
15531,Devolución,Maldonado,195,DAH,Departamental,7775,1,Maldonado Nuevo
15532,Devolución,Maldonado,216,DAH,Departamental,7775,1,Maldonado Nuevo
15533,Devolución,Maldonado,235,DBA,Departamental,7775,1,San Carlos
15534,Devolución,Maldonado,241,DBA,Departamental,7775,1,San Carlos
15535,Devolución,Maldonado,244,DBA,Departamental,7775,1,San Carlos
15536,Devolución,Maldonado,245,DBA,Departamental,7775,1,San Carlos
15537,Devolución,Maldonado,246,DBA,Departamental,7775,1,San Carlos
15538,Devolución,Maldonado,247,DBA,Departamental,7775,2,San Carlos
15539,Devolución,Maldonado,248,DBA,Departamental,7775,1,San Carlos
15540,Devolución,Maldonado,252,DBA,Departamental,7775,1,San Carlos
15541,Devolución,Maldonado,256,DBA,Departamental,7775,1,San Carlos
15542,Devolución,Maldonado,260,DBA,Departamental,7775,2,San Carlos
15543,Devolución,Maldonado,264,DBA,Departamental,7775,1,San Carlos
15544,Devolución,Maldonado,266,DBA,Departamental,7775,2,San Carlos
15545,Devolución,Maldonado,267,DBA,Departamental,7775,1,San Carlos
15546,Devolución,Maldonado,268,DBA,Departamental,7775,1,San Carlos
15547,Devolución,Maldonado,272,DBA,Departamental,7775,1,San Carlos
15548,Devolución,Maldonado,279,DBD,Departamental,7775,1,Lavagna
15549,Devolución,Maldonado,280,DBD,Departamental,7775,2,Lavagna
15550,Devolución,Maldonado,282,DBD,Departamental,7775,1,Lavagna
15551,Devolución,Maldonado,284,DBE,Departamental,7775,1,La Cuchilla
15552,Devolución,Maldonado,286,DBE,Departamental,7775,1,La Cuchilla
15553,Devolución,Maldonado,287,DBF,Departamental,7775,1,Rodríguez Barrios
15554,Devolución,Maldonado,288,DBF,Departamental,7775,1,Rodríguez Barrios
15555,Devolución,Maldonado,290,DBF,Departamental,7775,1,Rodríguez Barrios
15556,Devolución,Maldonado,293,DBG,Departamental,7775,1,Asturias
15557,Devolución,Maldonado,294,DBG,Departamental,7775,1,Asturias
15558,Devolución,Maldonado,374,DED,Departamental,7775,1,La Barra
63284,Frente Amplio,Maldonado,1,DAA,Departamental,190,1,Maldonado Centro
63285,Frente Amplio,Maldonado,1,DAA,Departamental,718,1,Maldonado Centro
63286,Frente Amplio,Maldonado,1,DAA,Departamental,1567,1,Maldonado Centro
63287,Frente Amplio,Maldonado,1,DAA,Departamental,1609,2,Maldonado Centro
63288,Frente Amplio,Maldonado,1,DAA,Departamental,2031,4,Maldonado Centro
63289,Frente Amplio,Maldonado,1,DAA,Departamental,11828,1,Maldonado Centro
63290,Frente Amplio,Maldonado,1,DAA,Departamental,318319933,1,Maldonado Centro
63291,Frente Amplio,Maldonado,1,DAA,Departamental,1001194699,2,Maldonado Centro
63292,Frente Amplio,Maldonado,2,DAA,Departamental,190,4,Maldonado Centro
63293,Frente Amplio,Maldonado,2,DAA,Departamental,806,1,Maldonado Centro
63294,Frente Amplio,Maldonado,2,DAA,Departamental,1609,5,Maldonado Centro
63295,Frente Amplio,Maldonado,2,DAA,Departamental,1789,2,Maldonado Centro
63296,Frente Amplio,Maldonado,2,DAA,Departamental,1939,3,Maldonado Centro
63297,Frente Amplio,Maldonado,2,DAA,Departamental,1949,4,Maldonado Centro
63298,Frente Amplio,Maldonado,2,DAA,Departamental,2031,3,Maldonado Centro
63299,Frente Amplio,Maldonado,2,DAA,Departamental,2039,1,Maldonado Centro
63300,Frente Amplio,Maldonado,2,DAA,Departamental,318319933,2,Maldonado Centro
63301,Frente Amplio,Maldonado,3,DAA,Departamental,190,1,Maldonado Centro
63302,Frente Amplio,Maldonado,3,DAA,Departamental,311,1,Maldonado Centro
63303,Frente Amplio,Maldonado,3,DAA,Departamental,718,1,Maldonado Centro
63304,Frente Amplio,Maldonado,3,DAA,Departamental,1530,1,Maldonado Centro
63305,Frente Amplio,Maldonado,3,DAA,Departamental,1609,7,Maldonado Centro
63306,Frente Amplio,Maldonado,3,DAA,Departamental,1711,1,Maldonado Centro
63307,Frente Amplio,Maldonado,3,DAA,Departamental,1789,1,Maldonado Centro
63308,Frente Amplio,Maldonado,3,DAA,Departamental,2031,3,Maldonado Centro
63309,Frente Amplio,Maldonado,3,DAA,Departamental,11828,1,Maldonado Centro
63310,Frente Amplio,Maldonado,3,DAA,Departamental,772510,1,Maldonado Centro
63311,Frente Amplio,Maldonado,3,DAA,Departamental,1001194699,8,Maldonado Centro
63312,Frente Amplio,Maldonado,4,DAA,Departamental,190,2,Maldonado Centro
63313,Frente Amplio,Maldonado,4,DAA,Departamental,1530,1,Maldonado Centro
63314,Frente Amplio,Maldonado,4,DAA,Departamental,1567,1,Maldonado Centro
63315,Frente Amplio,Maldonado,4,DAA,Departamental,1609,18,Maldonado Centro
63316,Frente Amplio,Maldonado,4,DAA,Departamental,1789,1,Maldonado Centro
63317,Frente Amplio,Maldonado,4,DAA,Departamental,1939,1,Maldonado Centro
63318,Frente Amplio,Maldonado,4,DAA,Departamental,1949,2,Maldonado Centro
63319,Frente Amplio,Maldonado,4,DAA,Departamental,2031,3,Maldonado Centro
63320,Frente Amplio,Maldonado,4,DAA,Departamental,2039,1,Maldonado Centro
63321,Frente Amplio,Maldonado,4,DAA,Departamental,11305,1,Maldonado Centro
63322,Frente Amplio,Maldonado,4,DAA,Departamental,772510,1,Maldonado Centro
63323,Frente Amplio,Maldonado,4,DAA,Departamental,1001194699,2,Maldonado Centro
63324,Frente Amplio,Maldonado,5,DAA,Departamental,190,1,Maldonado Centro
63325,Frente Amplio,Maldonado,5,DAA,Departamental,306,1,Maldonado Centro
63326,Frente Amplio,Maldonado,5,DAA,Departamental,311,1,Maldonado Centro
63327,Frente Amplio,Maldonado,5,DAA,Departamental,806,2,Maldonado Centro
63328,Frente Amplio,Maldonado,5,DAA,Departamental,1567,1,Maldonado Centro
63329,Frente Amplio,Maldonado,5,DAA,Departamental,1609,10,Maldonado Centro
63330,Frente Amplio,Maldonado,5,DAA,Departamental,1949,1,Maldonado Centro
63331,Frente Amplio,Maldonado,5,DAA,Departamental,2031,8,Maldonado Centro
63332,Frente Amplio,Maldonado,5,DAA,Departamental,11305,4,Maldonado Centro
63333,Frente Amplio,Maldonado,5,DAA,Departamental,11828,2,Maldonado Centro
63334,Frente Amplio,Maldonado,5,DAA,Departamental,318319933,1,Maldonado Centro
63335,Frente Amplio,Maldonado,5,DAA,Departamental,1001194699,4,Maldonado Centro
63336,Frente Amplio,Maldonado,6,DAA,Departamental,718,1,Maldonado Centro
63337,Frente Amplio,Maldonado,6,DAA,Departamental,1530,1,Maldonado Centro
63338,Frente Amplio,Maldonado,6,DAA,Departamental,1567,1,Maldonado Centro
63339,Frente Amplio,Maldonado,6,DAA,Departamental,1609,9,Maldonado Centro
63340,Frente Amplio,Maldonado,6,DAA,Departamental,1789,2,Maldonado Centro
63341,Frente Amplio,Maldonado,6,DAA,Departamental,1949,1,Maldonado Centro
63342,Frente Amplio,Maldonado,6,DAA,Departamental,2031,3,Maldonado Centro
63343,Frente Amplio,Maldonado,6,DAA,Departamental,11828,3,Maldonado Centro
63344,Frente Amplio,Maldonado,6,DAA,Departamental,772510,1,Maldonado Centro
63345,Frente Amplio,Maldonado,6,DAA,Departamental,1001194699,8,Maldonado Centro
63346,Frente Amplio,Maldonado,7,DAA,Departamental,190,3,Maldonado Centro
63347,Frente Amplio,Maldonado,7,DAA,Departamental,806,4,Maldonado Centro
63348,Frente Amplio,Maldonado,7,DAA,Departamental,1530,1,Maldonado Centro
63349,Frente Amplio,Maldonado,7,DAA,Departamental,1567,1,Maldonado Centro
63350,Frente Amplio,Maldonado,7,DAA,Departamental,1609,9,Maldonado Centro
63351,Frente Amplio,Maldonado,7,DAA,Departamental,2031,2,Maldonado Centro
63352,Frente Amplio,Maldonado,7,DAA,Departamental,2039,1,Maldonado Centro
63353,Frente Amplio,Maldonado,7,DAA,Departamental,11305,1,Maldonado Centro
63354,Frente Amplio,Maldonado,7,DAA,Departamental,11828,1,Maldonado Centro
63355,Frente Amplio,Maldonado,7,DAA,Departamental,772510,1,Maldonado Centro
63356,Frente Amplio,Maldonado,7,DAA,Departamental,318319933,1,Maldonado Centro
63357,Frente Amplio,Maldonado,7,DAA,Departamental,1001194699,10,Maldonado Centro
63358,Frente Amplio,Maldonado,8,DAA,Departamental,190,2,Maldonado Centro
63359,Frente Amplio,Maldonado,8,DAA,Departamental,1212,1,Maldonado Centro
63360,Frente Amplio,Maldonado,8,DAA,Departamental,1567,1,Maldonado Centro
63361,Frente Amplio,Maldonado,8,DAA,Departamental,1609,12,Maldonado Centro
63362,Frente Amplio,Maldonado,8,DAA,Departamental,1939,1,Maldonado Centro
63363,Frente Amplio,Maldonado,8,DAA,Departamental,1949,2,Maldonado Centro
63364,Frente Amplio,Maldonado,8,DAA,Departamental,2031,3,Maldonado Centro
63365,Frente Amplio,Maldonado,8,DAA,Departamental,11305,4,Maldonado Centro
63366,Frente Amplio,Maldonado,8,DAA,Departamental,20040,2,Maldonado Centro
63367,Frente Amplio,Maldonado,8,DAA,Departamental,1001194699,9,Maldonado Centro
63368,Frente Amplio,Maldonado,9,DAA,Departamental,190,4,Maldonado Centro
63369,Frente Amplio,Maldonado,9,DAA,Departamental,311,2,Maldonado Centro
63370,Frente Amplio,Maldonado,9,DAA,Departamental,718,1,Maldonado Centro
63371,Frente Amplio,Maldonado,9,DAA,Departamental,806,1,Maldonado Centro
63372,Frente Amplio,Maldonado,9,DAA,Departamental,1530,2,Maldonado Centro
63373,Frente Amplio,Maldonado,9,DAA,Departamental,1567,2,Maldonado Centro
63374,Frente Amplio,Maldonado,9,DAA,Departamental,1609,9,Maldonado Centro
63375,Frente Amplio,Maldonado,9,DAA,Departamental,1711,1,Maldonado Centro
63376,Frente Amplio,Maldonado,9,DAA,Departamental,1789,3,Maldonado Centro
63377,Frente Amplio,Maldonado,9,DAA,Departamental,1939,1,Maldonado Centro
63378,Frente Amplio,Maldonado,9,DAA,Departamental,1949,3,Maldonado Centro
63379,Frente Amplio,Maldonado,9,DAA,Departamental,2031,2,Maldonado Centro
63380,Frente Amplio,Maldonado,9,DAA,Departamental,11305,3,Maldonado Centro
63381,Frente Amplio,Maldonado,9,DAA,Departamental,20040,1,Maldonado Centro
63382,Frente Amplio,Maldonado,9,DAA,Departamental,1001194699,4,Maldonado Centro
63383,Frente Amplio,Maldonado,10,DAA,Departamental,190,1,Maldonado Centro
63384,Frente Amplio,Maldonado,10,DAA,Departamental,306,1,Maldonado Centro
63385,Frente Amplio,Maldonado,10,DAA,Departamental,718,1,Maldonado Centro
63386,Frente Amplio,Maldonado,10,DAA,Departamental,806,5,Maldonado Centro
63387,Frente Amplio,Maldonado,10,DAA,Departamental,1530,1,Maldonado Centro
63388,Frente Amplio,Maldonado,10,DAA,Departamental,1609,11,Maldonado Centro
63389,Frente Amplio,Maldonado,10,DAA,Departamental,1789,1,Maldonado Centro
63390,Frente Amplio,Maldonado,10,DAA,Departamental,1887,1,Maldonado Centro
63391,Frente Amplio,Maldonado,10,DAA,Departamental,1949,3,Maldonado Centro
63392,Frente Amplio,Maldonado,10,DAA,Departamental,2031,10,Maldonado Centro
63393,Frente Amplio,Maldonado,10,DAA,Departamental,11828,2,Maldonado Centro
63394,Frente Amplio,Maldonado,10,DAA,Departamental,20040,1,Maldonado Centro
63395,Frente Amplio,Maldonado,10,DAA,Departamental,318319933,2,Maldonado Centro
63396,Frente Amplio,Maldonado,10,DAA,Departamental,1001194699,9,Maldonado Centro
63397,Frente Amplio,Maldonado,11,DAA,Departamental,311,2,Maldonado Centro
63398,Frente Amplio,Maldonado,11,DAA,Departamental,718,1,Maldonado Centro
63399,Frente Amplio,Maldonado,11,DAA,Departamental,1530,3,Maldonado Centro
63400,Frente Amplio,Maldonado,11,DAA,Departamental,1567,2,Maldonado Centro
63401,Frente Amplio,Maldonado,11,DAA,Departamental,1609,12,Maldonado Centro
63402,Frente Amplio,Maldonado,11,DAA,Departamental,1711,1,Maldonado Centro
63403,Frente Amplio,Maldonado,11,DAA,Departamental,1789,1,Maldonado Centro
63404,Frente Amplio,Maldonado,11,DAA,Departamental,2031,12,Maldonado Centro
63405,Frente Amplio,Maldonado,11,DAA,Departamental,11305,1,Maldonado Centro
63406,Frente Amplio,Maldonado,11,DAA,Departamental,11828,2,Maldonado Centro
63407,Frente Amplio,Maldonado,11,DAA,Departamental,1001194699,6,Maldonado Centro
63408,Frente Amplio,Maldonado,12,DAA,Departamental,190,3,Maldonado Centro
63409,Frente Amplio,Maldonado,12,DAA,Departamental,311,1,Maldonado Centro
63410,Frente Amplio,Maldonado,12,DAA,Departamental,806,2,Maldonado Centro
63411,Frente Amplio,Maldonado,12,DAA,Departamental,1530,3,Maldonado Centro
63412,Frente Amplio,Maldonado,12,DAA,Departamental,1609,5,Maldonado Centro
63413,Frente Amplio,Maldonado,12,DAA,Departamental,1711,1,Maldonado Centro
63414,Frente Amplio,Maldonado,12,DAA,Departamental,1789,2,Maldonado Centro
63415,Frente Amplio,Maldonado,12,DAA,Departamental,1949,1,Maldonado Centro
63416,Frente Amplio,Maldonado,12,DAA,Departamental,2031,6,Maldonado Centro
63417,Frente Amplio,Maldonado,12,DAA,Departamental,11305,3,Maldonado Centro
63418,Frente Amplio,Maldonado,12,DAA,Departamental,11828,3,Maldonado Centro
63419,Frente Amplio,Maldonado,12,DAA,Departamental,1001194699,5,Maldonado Centro
63420,Frente Amplio,Maldonado,13,DAA,Departamental,190,3,Maldonado Centro
63421,Frente Amplio,Maldonado,13,DAA,Departamental,306,3,Maldonado Centro
63422,Frente Amplio,Maldonado,13,DAA,Departamental,311,2,Maldonado Centro
63423,Frente Amplio,Maldonado,13,DAA,Departamental,1530,3,Maldonado Centro
63424,Frente Amplio,Maldonado,13,DAA,Departamental,1567,1,Maldonado Centro
63425,Frente Amplio,Maldonado,13,DAA,Departamental,1609,13,Maldonado Centro
63426,Frente Amplio,Maldonado,13,DAA,Departamental,1789,2,Maldonado Centro
63427,Frente Amplio,Maldonado,13,DAA,Departamental,2031,4,Maldonado Centro
63428,Frente Amplio,Maldonado,13,DAA,Departamental,11305,1,Maldonado Centro
63429,Frente Amplio,Maldonado,13,DAA,Departamental,11828,2,Maldonado Centro
63430,Frente Amplio,Maldonado,13,DAA,Departamental,318319933,1,Maldonado Centro
63431,Frente Amplio,Maldonado,13,DAA,Departamental,1001194699,5,Maldonado Centro
63432,Frente Amplio,Maldonado,14,DAA,Departamental,190,3,Maldonado Centro
63433,Frente Amplio,Maldonado,14,DAA,Departamental,306,1,Maldonado Centro
63434,Frente Amplio,Maldonado,14,DAA,Departamental,1530,1,Maldonado Centro
63435,Frente Amplio,Maldonado,14,DAA,Departamental,1609,11,Maldonado Centro
63436,Frente Amplio,Maldonado,14,DAA,Departamental,1789,4,Maldonado Centro
63437,Frente Amplio,Maldonado,14,DAA,Departamental,1939,2,Maldonado Centro
63438,Frente Amplio,Maldonado,14,DAA,Departamental,2031,12,Maldonado Centro
63439,Frente Amplio,Maldonado,14,DAA,Departamental,11305,2,Maldonado Centro
63440,Frente Amplio,Maldonado,14,DAA,Departamental,11828,1,Maldonado Centro
63441,Frente Amplio,Maldonado,14,DAA,Departamental,20040,1,Maldonado Centro
63442,Frente Amplio,Maldonado,14,DAA,Departamental,318319933,2,Maldonado Centro
63443,Frente Amplio,Maldonado,14,DAA,Departamental,1001194699,4,Maldonado Centro
63444,Frente Amplio,Maldonado,15,DAA,Departamental,190,1,Maldonado Centro
63445,Frente Amplio,Maldonado,15,DAA,Departamental,1530,5,Maldonado Centro
63446,Frente Amplio,Maldonado,15,DAA,Departamental,1609,14,Maldonado Centro
63447,Frente Amplio,Maldonado,15,DAA,Departamental,1789,1,Maldonado Centro
63448,Frente Amplio,Maldonado,15,DAA,Departamental,1939,1,Maldonado Centro
63449,Frente Amplio,Maldonado,15,DAA,Departamental,1949,3,Maldonado Centro
63450,Frente Amplio,Maldonado,15,DAA,Departamental,2031,8,Maldonado Centro
63451,Frente Amplio,Maldonado,15,DAA,Departamental,11305,2,Maldonado Centro
63452,Frente Amplio,Maldonado,15,DAA,Departamental,318319933,1,Maldonado Centro
63453,Frente Amplio,Maldonado,15,DAA,Departamental,1001194699,9,Maldonado Centro
63454,Frente Amplio,Maldonado,16,DAA,Departamental,190,4,Maldonado Centro
63455,Frente Amplio,Maldonado,16,DAA,Departamental,306,1,Maldonado Centro
63456,Frente Amplio,Maldonado,16,DAA,Departamental,806,3,Maldonado Centro
63457,Frente Amplio,Maldonado,16,DAA,Departamental,1530,1,Maldonado Centro
63458,Frente Amplio,Maldonado,16,DAA,Departamental,1609,13,Maldonado Centro
63459,Frente Amplio,Maldonado,16,DAA,Departamental,1789,2,Maldonado Centro
63460,Frente Amplio,Maldonado,16,DAA,Departamental,2031,7,Maldonado Centro
63461,Frente Amplio,Maldonado,16,DAA,Departamental,2039,2,Maldonado Centro
63462,Frente Amplio,Maldonado,16,DAA,Departamental,5098,1,Maldonado Centro
63463,Frente Amplio,Maldonado,16,DAA,Departamental,11305,2,Maldonado Centro
63464,Frente Amplio,Maldonado,16,DAA,Departamental,11828,1,Maldonado Centro
63465,Frente Amplio,Maldonado,16,DAA,Departamental,772510,1,Maldonado Centro
63466,Frente Amplio,Maldonado,16,DAA,Departamental,1001194699,7,Maldonado Centro
63467,Frente Amplio,Maldonado,17,DAA,Departamental,190,1,Maldonado Centro
63468,Frente Amplio,Maldonado,17,DAA,Departamental,306,1,Maldonado Centro
63469,Frente Amplio,Maldonado,17,DAA,Departamental,307,1,Maldonado Centro
63470,Frente Amplio,Maldonado,17,DAA,Departamental,718,2,Maldonado Centro
63471,Frente Amplio,Maldonado,17,DAA,Departamental,806,4,Maldonado Centro
63472,Frente Amplio,Maldonado,17,DAA,Departamental,1530,2,Maldonado Centro
63473,Frente Amplio,Maldonado,17,DAA,Departamental,1567,2,Maldonado Centro
63474,Frente Amplio,Maldonado,17,DAA,Departamental,1609,7,Maldonado Centro
63475,Frente Amplio,Maldonado,17,DAA,Departamental,1789,2,Maldonado Centro
63476,Frente Amplio,Maldonado,17,DAA,Departamental,1949,1,Maldonado Centro
63477,Frente Amplio,Maldonado,17,DAA,Departamental,2031,8,Maldonado Centro
63478,Frente Amplio,Maldonado,17,DAA,Departamental,2039,1,Maldonado Centro
63479,Frente Amplio,Maldonado,17,DAA,Departamental,5098,1,Maldonado Centro
63480,Frente Amplio,Maldonado,17,DAA,Departamental,11305,1,Maldonado Centro
63481,Frente Amplio,Maldonado,17,DAA,Departamental,11828,1,Maldonado Centro
63482,Frente Amplio,Maldonado,17,DAA,Departamental,772510,2,Maldonado Centro
63483,Frente Amplio,Maldonado,17,DAA,Departamental,318319933,3,Maldonado Centro
63484,Frente Amplio,Maldonado,17,DAA,Departamental,1001194699,6,Maldonado Centro
63485,Frente Amplio,Maldonado,18,DAA,Departamental,190,3,Maldonado Centro
63486,Frente Amplio,Maldonado,18,DAA,Departamental,306,1,Maldonado Centro
63487,Frente Amplio,Maldonado,18,DAA,Departamental,311,2,Maldonado Centro
63488,Frente Amplio,Maldonado,18,DAA,Departamental,806,4,Maldonado Centro
63489,Frente Amplio,Maldonado,18,DAA,Departamental,1441,1,Maldonado Centro
63490,Frente Amplio,Maldonado,18,DAA,Departamental,1567,1,Maldonado Centro
63491,Frente Amplio,Maldonado,18,DAA,Departamental,1609,13,Maldonado Centro
63492,Frente Amplio,Maldonado,18,DAA,Departamental,1711,2,Maldonado Centro
63493,Frente Amplio,Maldonado,18,DAA,Departamental,1887,1,Maldonado Centro
63494,Frente Amplio,Maldonado,18,DAA,Departamental,1939,1,Maldonado Centro
63495,Frente Amplio,Maldonado,18,DAA,Departamental,1949,1,Maldonado Centro
63496,Frente Amplio,Maldonado,18,DAA,Departamental,2031,5,Maldonado Centro
63497,Frente Amplio,Maldonado,18,DAA,Departamental,5098,1,Maldonado Centro
63498,Frente Amplio,Maldonado,18,DAA,Departamental,11828,2,Maldonado Centro
63499,Frente Amplio,Maldonado,18,DAA,Departamental,20040,1,Maldonado Centro
63500,Frente Amplio,Maldonado,18,DAA,Departamental,772510,1,Maldonado Centro
63501,Frente Amplio,Maldonado,18,DAA,Departamental,318319933,1,Maldonado Centro
63502,Frente Amplio,Maldonado,18,DAA,Departamental,1001194699,5,Maldonado Centro
63503,Frente Amplio,Maldonado,19,DAA,Departamental,190,2,Maldonado Centro
63504,Frente Amplio,Maldonado,19,DAA,Departamental,1530,1,Maldonado Centro
63505,Frente Amplio,Maldonado,19,DAA,Departamental,1567,1,Maldonado Centro
63506,Frente Amplio,Maldonado,19,DAA,Departamental,1609,8,Maldonado Centro
63507,Frente Amplio,Maldonado,19,DAA,Departamental,1789,1,Maldonado Centro
63508,Frente Amplio,Maldonado,19,DAA,Departamental,1939,1,Maldonado Centro
63509,Frente Amplio,Maldonado,19,DAA,Departamental,2031,7,Maldonado Centro
63510,Frente Amplio,Maldonado,19,DAA,Departamental,11305,2,Maldonado Centro
63511,Frente Amplio,Maldonado,19,DAA,Departamental,20040,1,Maldonado Centro
63512,Frente Amplio,Maldonado,19,DAA,Departamental,1001194699,6,Maldonado Centro
63513,Frente Amplio,Maldonado,20,DAA,Departamental,190,1,Maldonado Centro
63514,Frente Amplio,Maldonado,20,DAA,Departamental,306,1,Maldonado Centro
63515,Frente Amplio,Maldonado,20,DAA,Departamental,718,1,Maldonado Centro
63516,Frente Amplio,Maldonado,20,DAA,Departamental,806,4,Maldonado Centro
63517,Frente Amplio,Maldonado,20,DAA,Departamental,1441,1,Maldonado Centro
63518,Frente Amplio,Maldonado,20,DAA,Departamental,1530,3,Maldonado Centro
63519,Frente Amplio,Maldonado,20,DAA,Departamental,1567,1,Maldonado Centro
63520,Frente Amplio,Maldonado,20,DAA,Departamental,1609,11,Maldonado Centro
63521,Frente Amplio,Maldonado,20,DAA,Departamental,1789,4,Maldonado Centro
63522,Frente Amplio,Maldonado,20,DAA,Departamental,1939,1,Maldonado Centro
63523,Frente Amplio,Maldonado,20,DAA,Departamental,2031,4,Maldonado Centro
63524,Frente Amplio,Maldonado,20,DAA,Departamental,11305,1,Maldonado Centro
63525,Frente Amplio,Maldonado,20,DAA,Departamental,11828,1,Maldonado Centro
63526,Frente Amplio,Maldonado,20,DAA,Departamental,772510,1,Maldonado Centro
63527,Frente Amplio,Maldonado,20,DAA,Departamental,318319933,2,Maldonado Centro
63528,Frente Amplio,Maldonado,20,DAA,Departamental,1001194699,2,Maldonado Centro
63529,Frente Amplio,Maldonado,21,DAA,Departamental,190,2,Maldonado Centro
63530,Frente Amplio,Maldonado,21,DAA,Departamental,306,2,Maldonado Centro
63531,Frente Amplio,Maldonado,21,DAA,Departamental,311,1,Maldonado Centro
63532,Frente Amplio,Maldonado,21,DAA,Departamental,806,1,Maldonado Centro
63533,Frente Amplio,Maldonado,21,DAA,Departamental,1530,3,Maldonado Centro
63534,Frente Amplio,Maldonado,21,DAA,Departamental,1567,2,Maldonado Centro
63535,Frente Amplio,Maldonado,21,DAA,Departamental,1609,7,Maldonado Centro
63536,Frente Amplio,Maldonado,21,DAA,Departamental,1711,1,Maldonado Centro
63537,Frente Amplio,Maldonado,21,DAA,Departamental,1789,1,Maldonado Centro
63538,Frente Amplio,Maldonado,21,DAA,Departamental,1949,1,Maldonado Centro
63539,Frente Amplio,Maldonado,21,DAA,Departamental,2031,7,Maldonado Centro
63540,Frente Amplio,Maldonado,21,DAA,Departamental,2039,1,Maldonado Centro
63541,Frente Amplio,Maldonado,21,DAA,Departamental,5098,1,Maldonado Centro
63542,Frente Amplio,Maldonado,21,DAA,Departamental,11305,2,Maldonado Centro
63543,Frente Amplio,Maldonado,21,DAA,Departamental,11828,3,Maldonado Centro
63544,Frente Amplio,Maldonado,21,DAA,Departamental,772510,1,Maldonado Centro
63545,Frente Amplio,Maldonado,21,DAA,Departamental,318319933,5,Maldonado Centro
63546,Frente Amplio,Maldonado,21,DAA,Departamental,1001194699,5,Maldonado Centro
63547,Frente Amplio,Maldonado,22,DAA,Departamental,306,1,Maldonado Centro
63548,Frente Amplio,Maldonado,22,DAA,Departamental,311,1,Maldonado Centro
63549,Frente Amplio,Maldonado,22,DAA,Departamental,718,1,Maldonado Centro
63550,Frente Amplio,Maldonado,22,DAA,Departamental,806,2,Maldonado Centro
63551,Frente Amplio,Maldonado,22,DAA,Departamental,1567,1,Maldonado Centro
63552,Frente Amplio,Maldonado,22,DAA,Departamental,1609,11,Maldonado Centro
63553,Frente Amplio,Maldonado,22,DAA,Departamental,1711,1,Maldonado Centro
63554,Frente Amplio,Maldonado,22,DAA,Departamental,1789,2,Maldonado Centro
63555,Frente Amplio,Maldonado,22,DAA,Departamental,1939,1,Maldonado Centro
63556,Frente Amplio,Maldonado,22,DAA,Departamental,1949,1,Maldonado Centro
63557,Frente Amplio,Maldonado,22,DAA,Departamental,2031,6,Maldonado Centro
63558,Frente Amplio,Maldonado,22,DAA,Departamental,11305,1,Maldonado Centro
63559,Frente Amplio,Maldonado,22,DAA,Departamental,20040,3,Maldonado Centro
63560,Frente Amplio,Maldonado,22,DAA,Departamental,318319933,1,Maldonado Centro
63561,Frente Amplio,Maldonado,22,DAA,Departamental,1001194699,8,Maldonado Centro
63562,Frente Amplio,Maldonado,23,DAA,Departamental,190,2,Maldonado Centro
63563,Frente Amplio,Maldonado,23,DAA,Departamental,306,1,Maldonado Centro
63564,Frente Amplio,Maldonado,23,DAA,Departamental,311,1,Maldonado Centro
63565,Frente Amplio,Maldonado,23,DAA,Departamental,806,3,Maldonado Centro
63566,Frente Amplio,Maldonado,23,DAA,Departamental,1530,1,Maldonado Centro
63567,Frente Amplio,Maldonado,23,DAA,Departamental,1567,2,Maldonado Centro
63568,Frente Amplio,Maldonado,23,DAA,Departamental,1609,12,Maldonado Centro
63569,Frente Amplio,Maldonado,23,DAA,Departamental,1789,4,Maldonado Centro
63570,Frente Amplio,Maldonado,23,DAA,Departamental,1949,1,Maldonado Centro
63571,Frente Amplio,Maldonado,23,DAA,Departamental,2031,10,Maldonado Centro
63572,Frente Amplio,Maldonado,23,DAA,Departamental,2039,1,Maldonado Centro
63573,Frente Amplio,Maldonado,23,DAA,Departamental,11305,3,Maldonado Centro
63574,Frente Amplio,Maldonado,23,DAA,Departamental,772510,3,Maldonado Centro
63575,Frente Amplio,Maldonado,23,DAA,Departamental,1001194699,13,Maldonado Centro
63576,Frente Amplio,Maldonado,24,DAA,Departamental,190,2,Maldonado Centro
63577,Frente Amplio,Maldonado,24,DAA,Departamental,306,1,Maldonado Centro
63578,Frente Amplio,Maldonado,24,DAA,Departamental,307,1,Maldonado Centro
63579,Frente Amplio,Maldonado,24,DAA,Departamental,718,1,Maldonado Centro
63580,Frente Amplio,Maldonado,24,DAA,Departamental,1530,2,Maldonado Centro
