,PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,HOJA,CNT_VOTOS,ZONA
984,Asamblea Popular,Maldonado,11,DAA,Departamental,1326,3,Maldonado Centro
985,Asamblea Popular,Maldonado,12,DAA,Departamental,1326,1,Maldonado Centro
986,Asamblea Popular,Maldonado,14,DAA,Departamental,1326,2,Maldonado Centro
987,Asamblea Popular,Maldonado,24,DAA,Departamental,1326,1,Maldonado Centro
988,Asamblea Popular,Maldonado,70,DAA,Departamental,1326,1,Maldonado Centro
989,Asamblea Popular,Maldonado,76,DAA,Departamental,1326,1,Maldonado Centro
990,Asamblea Popular,Maldonado,83,DAA,Departamental,1326,1,Maldonado Centro
991,Asamblea Popular,Maldonado,139,DAB,Departamental,11917,1,Punta del Este
992,Asamblea Popular,Maldonado,154,DAC,Departamental,1326,1,Los Ceibos
993,Asamblea Popular,Maldonado,181,DAF,Departamental,1326,1,Cerro Pelado
994,Asamblea Popular,Maldonado,206,DAH,Departamental,1326,1,Maldonado Nuevo
995,Asamblea Popular,Maldonado,216,DAH,Departamental,1326,1,Maldonado Nuevo
996,Asamblea Popular,Maldonado,223,DAJ,Departamental,1326,1,Las Delicias
997,Asamblea Popular,Maldonado,224,DAJ,Departamental,1326,1,Las Delicias
998,Asamblea Popular,Maldonado,234,DBA,Departamental,1326,1,San Carlos
999,Asamblea Popular,Maldonado,235,DBA,Departamental,1326,2,San Carlos
1000,Asamblea Popular,Maldonado,236,DBA,Departamental,1326,1,San Carlos
1001,Asamblea Popular,Maldonado,238,DBA,Departamental,1326,2,San Carlos
1002,Asamblea Popular,Maldonado,241,DBA,Departamental,1326,1,San Carlos
1003,Asamblea Popular,Maldonado,242,DBA,Departamental,1326,1,San Carlos
1004,Asamblea Popular,Maldonado,243,DBA,Departamental,1326,2,San Carlos
1005,Asamblea Popular,Maldonado,244,DBA,Departamental,1326,1,San Carlos
1006,Asamblea Popular,Maldonado,245,DBA,Departamental,1326,3,San Carlos
1007,Asamblea Popular,Maldonado,246,DBA,Departamental,1326,1,San Carlos
1008,Asamblea Popular,Maldonado,248,DBA,Departamental,1326,4,San Carlos
1009,Asamblea Popular,Maldonado,249,DBA,Departamental,1326,2,San Carlos
1010,Asamblea Popular,Maldonado,250,DBA,Departamental,1326,1,San Carlos
1011,Asamblea Popular,Maldonado,251,DBA,Departamental,1326,2,San Carlos
1012,Asamblea Popular,Maldonado,252,DBA,Departamental,1326,2,San Carlos
1013,Asamblea Popular,Maldonado,253,DBA,Departamental,1326,3,San Carlos
1014,Asamblea Popular,Maldonado,254,DBA,Departamental,1326,2,San Carlos
1015,Asamblea Popular,Maldonado,257,DBA,Departamental,1326,2,San Carlos
1016,Asamblea Popular,Maldonado,258,DBA,Departamental,1326,1,San Carlos
1017,Asamblea Popular,Maldonado,259,DBA,Departamental,1326,1,San Carlos
1018,Asamblea Popular,Maldonado,260,DBA,Departamental,1326,2,San Carlos
1019,Asamblea Popular,Maldonado,262,DBA,Departamental,1326,1,San Carlos
1020,Asamblea Popular,Maldonado,263,DBA,Departamental,1326,1,San Carlos
1021,Asamblea Popular,Maldonado,264,DBA,Departamental,1326,1,San Carlos
1022,Asamblea Popular,Maldonado,265,DBA,Departamental,1326,1,San Carlos
1023,Asamblea Popular,Maldonado,267,DBA,Departamental,1326,1,San Carlos
1024,Asamblea Popular,Maldonado,272,DBA,Departamental,1326,1,San Carlos
1025,Asamblea Popular,Maldonado,273,DBA,Departamental,1326,3,San Carlos
1026,Asamblea Popular,Maldonado,275,DBA,Departamental,1326,1,San Carlos
1027,Asamblea Popular,Maldonado,276,DBA,Departamental,1326,1,San Carlos
1028,Asamblea Popular,Maldonado,279,DBD,Departamental,1326,1,Lavagna
1029,Asamblea Popular,Maldonado,283,DBE,Departamental,1326,1,La Cuchilla
1030,Asamblea Popular,Maldonado,284,DBE,Departamental,1326,2,La Cuchilla
1031,Asamblea Popular,Maldonado,286,DBE,Departamental,1326,1,La Cuchilla
1032,Asamblea Popular,Maldonado,287,DBF,Departamental,1326,1,Rodríguez Barrios
1033,Asamblea Popular,Maldonado,288,DBF,Departamental,1326,1,Rodríguez Barrios
1034,Asamblea Popular,Maldonado,289,DBF,Departamental,1326,1,Rodríguez Barrios
1035,Asamblea Popular,Maldonado,290,DBF,Departamental,1326,1,Rodríguez Barrios
1036,Asamblea Popular,Maldonado,292,DBG,Departamental,1326,1,Asturias
1037,Asamblea Popular,Maldonado,294,DBG,Departamental,1326,1,Asturias
1038,Asamblea Popular,Maldonado,309,DCA,Departamental,1326,1,Pan de Azúcar
1039,Asamblea Popular,Maldonado,320,DCB,Departamental,1326,1,Piriápolis
1040,Asamblea Popular,Maldonado,320,DCB,Departamental,11917,1,Piriápolis
1041,Asamblea Popular,Maldonado,322,DCB,Departamental,11917,1,Piriápolis
1042,Asamblea Popular,Maldonado,323,DCB,Departamental,11917,1,Piriápolis
1043,Asamblea Popular,Maldonado,326,DCB,Departamental,1326,1,Piriápolis
1044,Asamblea Popular,Maldonado,330,DCB,Departamental,11917,1,Piriápolis
1045,Asamblea Popular,Maldonado,331,DCB,Departamental,1326,3,Piriápolis
1046,Asamblea Popular,Maldonado,333,DCB,Departamental,1326,1,Piriápolis
1047,Asamblea Popular,Maldonado,340,DCB,Departamental,1326,1,Piriápolis
1048,Asamblea Popular,Maldonado,343,DCB,Departamental,1326,1,Piriápolis
1049,Asamblea Popular,Maldonado,346,DCB,Departamental,1326,1,Piriápolis
1050,Asamblea Popular,Maldonado,346,DCB,Departamental,11917,1,Piriápolis
1051,Asamblea Popular,Maldonado,353,DCD,Departamental,1326,1,Gregorio Aznárez
1052,Asamblea Popular,Maldonado,358,DCF,Departamental,11917,2,Estación Las Flores
1053,Asamblea Popular,Maldonado,360,DCG,Departamental,1326,1,La Capuera
1054,Asamblea Popular,Maldonado,377,DEF,Departamental,1326,1,Las Cañas
1055,Asamblea Popular,Maldonado,380,DEH,Departamental,11917,2,Balneario Buenos Aires
1056,Asamblea Popular,Maldonado,383,DEH,Departamental,11917,1,Balneario Buenos Aires
1057,Asamblea Popular,Maldonado,391,DFA,Departamental,1326,3,Aiguá
1058,Asamblea Popular,Maldonado,9000,DZZ,Departamental,1326,1,Maldonado Centro
8129,Cabildo Abierto,Maldonado,1,DAA,Departamental,615,1,Maldonado Centro
8130,Cabildo Abierto,Maldonado,2,DAA,Departamental,51,1,Maldonado Centro
8131,Cabildo Abierto,Maldonado,2,DAA,Departamental,615,1,Maldonado Centro
8132,Cabildo Abierto,Maldonado,3,DAA,Departamental,51,1,Maldonado Centro
8133,Cabildo Abierto,Maldonado,3,DAA,Departamental,615,1,Maldonado Centro
8134,Cabildo Abierto,Maldonado,4,DAA,Departamental,615,1,Maldonado Centro
8135,Cabildo Abierto,Maldonado,5,DAA,Departamental,11820,1,Maldonado Centro
8136,Cabildo Abierto,Maldonado,6,DAA,Departamental,1301,1,Maldonado Centro
8137,Cabildo Abierto,Maldonado,7,DAA,Departamental,51,1,Maldonado Centro
8138,Cabildo Abierto,Maldonado,7,DAA,Departamental,336,2,Maldonado Centro
8139,Cabildo Abierto,Maldonado,8,DAA,Departamental,51,1,Maldonado Centro
8140,Cabildo Abierto,Maldonado,8,DAA,Departamental,1301,1,Maldonado Centro
8141,Cabildo Abierto,Maldonado,9,DAA,Departamental,11820,1,Maldonado Centro
8142,Cabildo Abierto,Maldonado,10,DAA,Departamental,11820,1,Maldonado Centro
8143,Cabildo Abierto,Maldonado,11,DAA,Departamental,37,1,Maldonado Centro
8144,Cabildo Abierto,Maldonado,13,DAA,Departamental,1301,1,Maldonado Centro
8145,Cabildo Abierto,Maldonado,14,DAA,Departamental,336,1,Maldonado Centro
8146,Cabildo Abierto,Maldonado,14,DAA,Departamental,712,1,Maldonado Centro
8147,Cabildo Abierto,Maldonado,15,DAA,Departamental,37,1,Maldonado Centro
8148,Cabildo Abierto,Maldonado,15,DAA,Departamental,336,1,Maldonado Centro
8149,Cabildo Abierto,Maldonado,15,DAA,Departamental,11820,1,Maldonado Centro
8150,Cabildo Abierto,Maldonado,17,DAA,Departamental,51,1,Maldonado Centro
8151,Cabildo Abierto,Maldonado,17,DAA,Departamental,105,1,Maldonado Centro
8152,Cabildo Abierto,Maldonado,18,DAA,Departamental,37,1,Maldonado Centro
8153,Cabildo Abierto,Maldonado,18,DAA,Departamental,336,1,Maldonado Centro
8154,Cabildo Abierto,Maldonado,18,DAA,Departamental,615,1,Maldonado Centro
8155,Cabildo Abierto,Maldonado,18,DAA,Departamental,776,1,Maldonado Centro
8156,Cabildo Abierto,Maldonado,19,DAA,Departamental,51,1,Maldonado Centro
8157,Cabildo Abierto,Maldonado,19,DAA,Departamental,1480,1,Maldonado Centro
8158,Cabildo Abierto,Maldonado,19,DAA,Departamental,11820,1,Maldonado Centro
8159,Cabildo Abierto,Maldonado,20,DAA,Departamental,118,1,Maldonado Centro
8160,Cabildo Abierto,Maldonado,20,DAA,Departamental,849,1,Maldonado Centro
8161,Cabildo Abierto,Maldonado,20,DAA,Departamental,1301,1,Maldonado Centro
8162,Cabildo Abierto,Maldonado,21,DAA,Departamental,51,1,Maldonado Centro
8163,Cabildo Abierto,Maldonado,21,DAA,Departamental,336,1,Maldonado Centro
8164,Cabildo Abierto,Maldonado,21,DAA,Departamental,615,1,Maldonado Centro
8165,Cabildo Abierto,Maldonado,22,DAA,Departamental,51,1,Maldonado Centro
8166,Cabildo Abierto,Maldonado,22,DAA,Departamental,712,1,Maldonado Centro
8167,Cabildo Abierto,Maldonado,23,DAA,Departamental,51,1,Maldonado Centro
8168,Cabildo Abierto,Maldonado,23,DAA,Departamental,615,1,Maldonado Centro
8169,Cabildo Abierto,Maldonado,24,DAA,Departamental,1480,1,Maldonado Centro
8170,Cabildo Abierto,Maldonado,25,DAA,Departamental,37,1,Maldonado Centro
8171,Cabildo Abierto,Maldonado,25,DAA,Departamental,1480,1,Maldonado Centro
8172,Cabildo Abierto,Maldonado,28,DAA,Departamental,51,2,Maldonado Centro
8173,Cabildo Abierto,Maldonado,28,DAA,Departamental,712,1,Maldonado Centro
8174,Cabildo Abierto,Maldonado,29,DAA,Departamental,37,1,Maldonado Centro
8175,Cabildo Abierto,Maldonado,29,DAA,Departamental,51,1,Maldonado Centro
8176,Cabildo Abierto,Maldonado,29,DAA,Departamental,105,1,Maldonado Centro
8177,Cabildo Abierto,Maldonado,29,DAA,Departamental,11820,1,Maldonado Centro
8178,Cabildo Abierto,Maldonado,30,DAA,Departamental,37,1,Maldonado Centro
8179,Cabildo Abierto,Maldonado,30,DAA,Departamental,51,1,Maldonado Centro
8180,Cabildo Abierto,Maldonado,30,DAA,Departamental,615,1,Maldonado Centro
8181,Cabildo Abierto,Maldonado,31,DAA,Departamental,712,1,Maldonado Centro
8182,Cabildo Abierto,Maldonado,31,DAA,Departamental,1480,2,Maldonado Centro
8183,Cabildo Abierto,Maldonado,32,DAA,Departamental,105,1,Maldonado Centro
8184,Cabildo Abierto,Maldonado,33,DAA,Departamental,37,1,Maldonado Centro
8185,Cabildo Abierto,Maldonado,33,DAA,Departamental,105,1,Maldonado Centro
8186,Cabildo Abierto,Maldonado,33,DAA,Departamental,849,1,Maldonado Centro
8187,Cabildo Abierto,Maldonado,35,DAA,Departamental,1480,1,Maldonado Centro
8188,Cabildo Abierto,Maldonado,36,DAA,Departamental,849,1,Maldonado Centro
8189,Cabildo Abierto,Maldonado,37,DAA,Departamental,712,1,Maldonado Centro
8190,Cabildo Abierto,Maldonado,37,DAA,Departamental,1480,1,Maldonado Centro
8191,Cabildo Abierto,Maldonado,37,DAA,Departamental,11820,1,Maldonado Centro
8192,Cabildo Abierto,Maldonado,38,DAA,Departamental,37,1,Maldonado Centro
8193,Cabildo Abierto,Maldonado,38,DAA,Departamental,849,1,Maldonado Centro
8194,Cabildo Abierto,Maldonado,38,DAA,Departamental,1301,1,Maldonado Centro
8195,Cabildo Abierto,Maldonado,39,DAA,Departamental,615,1,Maldonado Centro
8196,Cabildo Abierto,Maldonado,39,DAA,Departamental,776,1,Maldonado Centro
8197,Cabildo Abierto,Maldonado,41,DAA,Departamental,849,1,Maldonado Centro
8198,Cabildo Abierto,Maldonado,42,DAA,Departamental,615,1,Maldonado Centro
8199,Cabildo Abierto,Maldonado,42,DAA,Departamental,712,1,Maldonado Centro
8200,Cabildo Abierto,Maldonado,43,DAA,Departamental,712,1,Maldonado Centro
8201,Cabildo Abierto,Maldonado,43,DAA,Departamental,1301,1,Maldonado Centro
8202,Cabildo Abierto,Maldonado,44,DAA,Departamental,105,1,Maldonado Centro
8203,Cabildo Abierto,Maldonado,44,DAA,Departamental,118,1,Maldonado Centro
8204,Cabildo Abierto,Maldonado,44,DAA,Departamental,849,1,Maldonado Centro
8205,Cabildo Abierto,Maldonado,45,DAA,Departamental,712,1,Maldonado Centro
8206,Cabildo Abierto,Maldonado,45,DAA,Departamental,776,3,Maldonado Centro
8207,Cabildo Abierto,Maldonado,45,DAA,Departamental,11820,1,Maldonado Centro
8208,Cabildo Abierto,Maldonado,46,DAA,Departamental,776,1,Maldonado Centro
8209,Cabildo Abierto,Maldonado,47,DAA,Departamental,336,1,Maldonado Centro
8210,Cabildo Abierto,Maldonado,47,DAA,Departamental,712,1,Maldonado Centro
8211,Cabildo Abierto,Maldonado,47,DAA,Departamental,1301,1,Maldonado Centro
8212,Cabildo Abierto,Maldonado,48,DAA,Departamental,51,2,Maldonado Centro
8213,Cabildo Abierto,Maldonado,48,DAA,Departamental,336,1,Maldonado Centro
8214,Cabildo Abierto,Maldonado,48,DAA,Departamental,615,2,Maldonado Centro
8215,Cabildo Abierto,Maldonado,49,DAA,Departamental,336,1,Maldonado Centro
8216,Cabildo Abierto,Maldonado,51,DAA,Departamental,37,1,Maldonado Centro
8217,Cabildo Abierto,Maldonado,51,DAA,Departamental,615,1,Maldonado Centro
8218,Cabildo Abierto,Maldonado,51,DAA,Departamental,1480,1,Maldonado Centro
8219,Cabildo Abierto,Maldonado,51,DAA,Departamental,11820,2,Maldonado Centro
8220,Cabildo Abierto,Maldonado,52,DAA,Departamental,776,1,Maldonado Centro
8221,Cabildo Abierto,Maldonado,53,DAA,Departamental,336,1,Maldonado Centro
8222,Cabildo Abierto,Maldonado,53,DAA,Departamental,1301,1,Maldonado Centro
8223,Cabildo Abierto,Maldonado,54,DAA,Departamental,336,1,Maldonado Centro
8224,Cabildo Abierto,Maldonado,54,DAA,Departamental,849,1,Maldonado Centro
8225,Cabildo Abierto,Maldonado,54,DAA,Departamental,1301,2,Maldonado Centro
8226,Cabildo Abierto,Maldonado,54,DAA,Departamental,1480,1,Maldonado Centro
8227,Cabildo Abierto,Maldonado,56,DAA,Departamental,37,1,Maldonado Centro
8228,Cabildo Abierto,Maldonado,56,DAA,Departamental,51,1,Maldonado Centro
8229,Cabildo Abierto,Maldonado,56,DAA,Departamental,615,1,Maldonado Centro
8230,Cabildo Abierto,Maldonado,56,DAA,Departamental,849,1,Maldonado Centro
8231,Cabildo Abierto,Maldonado,57,DAA,Departamental,37,2,Maldonado Centro
8232,Cabildo Abierto,Maldonado,57,DAA,Departamental,615,1,Maldonado Centro
8233,Cabildo Abierto,Maldonado,58,DAA,Departamental,51,1,Maldonado Centro
8234,Cabildo Abierto,Maldonado,59,DAA,Departamental,1480,1,Maldonado Centro
8235,Cabildo Abierto,Maldonado,59,DAA,Departamental,11820,3,Maldonado Centro
8236,Cabildo Abierto,Maldonado,60,DAA,Departamental,37,1,Maldonado Centro
8237,Cabildo Abierto,Maldonado,60,DAA,Departamental,1301,1,Maldonado Centro
8238,Cabildo Abierto,Maldonado,61,DAA,Departamental,615,2,Maldonado Centro
8239,Cabildo Abierto,Maldonado,61,DAA,Departamental,1301,1,Maldonado Centro
8240,Cabildo Abierto,Maldonado,61,DAA,Departamental,11820,1,Maldonado Centro
8241,Cabildo Abierto,Maldonado,62,DAA,Departamental,336,1,Maldonado Centro
8242,Cabildo Abierto,Maldonado,62,DAA,Departamental,615,1,Maldonado Centro
8243,Cabildo Abierto,Maldonado,62,DAA,Departamental,776,1,Maldonado Centro
8244,Cabildo Abierto,Maldonado,63,DAA,Departamental,776,1,Maldonado Centro
8245,Cabildo Abierto,Maldonado,63,DAA,Departamental,11820,1,Maldonado Centro
8246,Cabildo Abierto,Maldonado,64,DAA,Departamental,51,1,Maldonado Centro
8247,Cabildo Abierto,Maldonado,64,DAA,Departamental,1480,1,Maldonado Centro
8248,Cabildo Abierto,Maldonado,65,DAA,Departamental,712,1,Maldonado Centro
8249,Cabildo Abierto,Maldonado,65,DAA,Departamental,776,2,Maldonado Centro
8250,Cabildo Abierto,Maldonado,65,DAA,Departamental,11820,1,Maldonado Centro
8251,Cabildo Abierto,Maldonado,66,DAA,Departamental,615,1,Maldonado Centro
8252,Cabildo Abierto,Maldonado,66,DAA,Departamental,1480,1,Maldonado Centro
8253,Cabildo Abierto,Maldonado,67,DAA,Departamental,712,1,Maldonado Centro
8254,Cabildo Abierto,Maldonado,68,DAA,Departamental,336,1,Maldonado Centro
8255,Cabildo Abierto,Maldonado,68,DAA,Departamental,849,1,Maldonado Centro
8256,Cabildo Abierto,Maldonado,69,DAA,Departamental,712,1,Maldonado Centro
8257,Cabildo Abierto,Maldonado,70,DAA,Departamental,51,1,Maldonado Centro
8258,Cabildo Abierto,Maldonado,70,DAA,Departamental,615,1,Maldonado Centro
8259,Cabildo Abierto,Maldonado,70,DAA,Departamental,776,1,Maldonado Centro
8260,Cabildo Abierto,Maldonado,70,DAA,Departamental,849,1,Maldonado Centro
8261,Cabildo Abierto,Maldonado,70,DAA,Departamental,1480,1,Maldonado Centro
8262,Cabildo Abierto,Maldonado,71,DAA,Departamental,51,1,Maldonado Centro
8263,Cabildo Abierto,Maldonado,71,DAA,Departamental,712,2,Maldonado Centro
8264,Cabildo Abierto,Maldonado,73,DAA,Departamental,37,1,Maldonado Centro
8265,Cabildo Abierto,Maldonado,73,DAA,Departamental,1301,1,Maldonado Centro
8266,Cabildo Abierto,Maldonado,74,DAA,Departamental,51,1,Maldonado Centro
8267,Cabildo Abierto,Maldonado,74,DAA,Departamental,336,1,Maldonado Centro
8268,Cabildo Abierto,Maldonado,75,DAA,Departamental,51,1,Maldonado Centro
8269,Cabildo Abierto,Maldonado,76,DAA,Departamental,336,3,Maldonado Centro
8270,Cabildo Abierto,Maldonado,77,DAA,Departamental,336,1,Maldonado Centro
8271,Cabildo Abierto,Maldonado,78,DAA,Departamental,37,1,Maldonado Centro
8272,Cabildo Abierto,Maldonado,78,DAA,Departamental,712,1,Maldonado Centro
8273,Cabildo Abierto,Maldonado,80,DAA,Departamental,51,2,Maldonado Centro
8274,Cabildo Abierto,Maldonado,80,DAA,Departamental,336,2,Maldonado Centro
8275,Cabildo Abierto,Maldonado,81,DAA,Departamental,849,1,Maldonado Centro
8276,Cabildo Abierto,Maldonado,82,DAA,Departamental,336,3,Maldonado Centro
8277,Cabildo Abierto,Maldonado,82,DAA,Departamental,712,1,Maldonado Centro
8278,Cabildo Abierto,Maldonado,82,DAA,Departamental,849,1,Maldonado Centro
8279,Cabildo Abierto,Maldonado,82,DAA,Departamental,11820,2,Maldonado Centro
8280,Cabildo Abierto,Maldonado,84,DAA,Departamental,118,1,Maldonado Centro
8281,Cabildo Abierto,Maldonado,84,DAA,Departamental,1301,1,Maldonado Centro
8282,Cabildo Abierto,Maldonado,85,DAA,Departamental,37,1,Maldonado Centro
8283,Cabildo Abierto,Maldonado,85,DAA,Departamental,776,1,Maldonado Centro
8284,Cabildo Abierto,Maldonado,86,DAA,Departamental,105,1,Maldonado Centro
8285,Cabildo Abierto,Maldonado,86,DAA,Departamental,336,1,Maldonado Centro
8286,Cabildo Abierto,Maldonado,86,DAA,Departamental,1480,1,Maldonado Centro
8287,Cabildo Abierto,Maldonado,87,DAA,Departamental,712,1,Maldonado Centro
8288,Cabildo Abierto,Maldonado,88,DAA,Departamental,336,1,Maldonado Centro
8289,Cabildo Abierto,Maldonado,89,DAA,Departamental,51,4,Maldonado Centro
8290,Cabildo Abierto,Maldonado,89,DAA,Departamental,849,1,Maldonado Centro
8291,Cabildo Abierto,Maldonado,91,DAA,Departamental,51,1,Maldonado Centro
8292,Cabildo Abierto,Maldonado,91,DAA,Departamental,11820,1,Maldonado Centro
8293,Cabildo Abierto,Maldonado,92,DAA,Departamental,11820,1,Maldonado Centro
8294,Cabildo Abierto,Maldonado,93,DAA,Departamental,336,1,Maldonado Centro
8295,Cabildo Abierto,Maldonado,93,DAA,Departamental,712,1,Maldonado Centro
8296,Cabildo Abierto,Maldonado,93,DAA,Departamental,849,1,Maldonado Centro
8297,Cabildo Abierto,Maldonado,94,DAA,Departamental,37,1,Maldonado Centro
8298,Cabildo Abierto,Maldonado,95,DAA,Departamental,712,1,Maldonado Centro
8299,Cabildo Abierto,Maldonado,97,DAA,Departamental,712,3,Maldonado Centro
8300,Cabildo Abierto,Maldonado,97,DAA,Departamental,849,2,Maldonado Centro
8301,Cabildo Abierto,Maldonado,98,DAA,Departamental,336,1,Maldonado Centro
8302,Cabildo Abierto,Maldonado,98,DAA,Departamental,712,1,Maldonado Centro
8303,Cabildo Abierto,Maldonado,99,DAA,Departamental,11820,1,Maldonado Centro
8304,Cabildo Abierto,Maldonado,100,DAA,Departamental,712,1,Maldonado Centro
8305,Cabildo Abierto,Maldonado,100,DAA,Departamental,1480,1,Maldonado Centro
8306,Cabildo Abierto,Maldonado,101,DAA,Departamental,615,1,Maldonado Centro
8307,Cabildo Abierto,Maldonado,103,DAA,Departamental,712,1,Maldonado Centro
8308,Cabildo Abierto,Maldonado,105,DAA,Departamental,1301,1,Maldonado Centro
8309,Cabildo Abierto,Maldonado,106,DAA,Departamental,51,1,Maldonado Centro
8310,Cabildo Abierto,Maldonado,108,DAA,Departamental,51,1,Maldonado Centro
8311,Cabildo Abierto,Maldonado,108,DAA,Departamental,615,1,Maldonado Centro
8312,Cabildo Abierto,Maldonado,109,DAA,Departamental,51,1,Maldonado Centro
8313,Cabildo Abierto,Maldonado,109,DAA,Departamental,105,1,Maldonado Centro
8314,Cabildo Abierto,Maldonado,113,DAA,Departamental,37,1,Maldonado Centro
8315,Cabildo Abierto,Maldonado,113,DAA,Departamental,615,1,Maldonado Centro
8316,Cabildo Abierto,Maldonado,113,DAA,Departamental,712,1,Maldonado Centro
8317,Cabildo Abierto,Maldonado,114,DAA,Departamental,105,1,Maldonado Centro
8318,Cabildo Abierto,Maldonado,114,DAA,Departamental,336,1,Maldonado Centro
8319,Cabildo Abierto,Maldonado,114,DAA,Departamental,712,3,Maldonado Centro
8320,Cabildo Abierto,Maldonado,115,DAA,Departamental,51,1,Maldonado Centro
8321,Cabildo Abierto,Maldonado,115,DAA,Departamental,105,1,Maldonado Centro
8322,Cabildo Abierto,Maldonado,116,DAA,Departamental,1480,1,Maldonado Centro
8323,Cabildo Abierto,Maldonado,117,DAA,Departamental,712,1,Maldonado Centro
8324,Cabildo Abierto,Maldonado,117,DAA,Departamental,1301,1,Maldonado Centro
8325,Cabildo Abierto,Maldonado,119,DAA,Departamental,37,4,Maldonado Centro
8326,Cabildo Abierto,Maldonado,124,DAA,Departamental,712,1,Maldonado Centro
8327,Cabildo Abierto,Maldonado,125,DAA,Departamental,51,1,Maldonado Centro
8328,Cabildo Abierto,Maldonado,126,DAA,Departamental,849,1,Maldonado Centro
8329,Cabildo Abierto,Maldonado,126,DAA,Departamental,11820,1,Maldonado Centro
8330,Cabildo Abierto,Maldonado,127,DAA,Departamental,37,1,Maldonado Centro
8331,Cabildo Abierto,Maldonado,127,DAA,Departamental,105,1,Maldonado Centro
8332,Cabildo Abierto,Maldonado,127,DAA,Departamental,712,1,Maldonado Centro
8333,Cabildo Abierto,Maldonado,128,DAA,Departamental,712,1,Maldonado Centro
8334,Cabildo Abierto,Maldonado,129,DAA,Departamental,37,2,Maldonado Centro
8335,Cabildo Abierto,Maldonado,129,DAA,Departamental,615,1,Maldonado Centro
8336,Cabildo Abierto,Maldonado,130,DAA,Departamental,105,1,Maldonado Centro
8337,Cabildo Abierto,Maldonado,130,DAA,Departamental,712,3,Maldonado Centro
8338,Cabildo Abierto,Maldonado,131,DAB,Departamental,37,1,Punta del Este
8339,Cabildo Abierto,Maldonado,131,DAB,Departamental,51,1,Punta del Este
8340,Cabildo Abierto,Maldonado,131,DAB,Departamental,615,2,Punta del Este
8341,Cabildo Abierto,Maldonado,132,DAB,Departamental,336,1,Punta del Este
8342,Cabildo Abierto,Maldonado,132,DAB,Departamental,11820,1,Punta del Este
8343,Cabildo Abierto,Maldonado,133,DAB,Departamental,11820,1,Punta del Este
8344,Cabildo Abierto,Maldonado,134,DAB,Departamental,37,1,Punta del Este
8345,Cabildo Abierto,Maldonado,134,DAB,Departamental,105,1,Punta del Este
8346,Cabildo Abierto,Maldonado,134,DAB,Departamental,712,1,Punta del Este
8347,Cabildo Abierto,Maldonado,134,DAB,Departamental,11820,1,Punta del Este
8348,Cabildo Abierto,Maldonado,135,DAB,Departamental,712,1,Punta del Este
8349,Cabildo Abierto,Maldonado,136,DAB,Departamental,615,2,Punta del Este
8350,Cabildo Abierto,Maldonado,136,DAB,Departamental,712,1,Punta del Este
8351,Cabildo Abierto,Maldonado,136,DAB,Departamental,1301,1,Punta del Este
8352,Cabildo Abierto,Maldonado,137,DAB,Departamental,51,1,Punta del Este
8353,Cabildo Abierto,Maldonado,137,DAB,Departamental,712,1,Punta del Este
8354,Cabildo Abierto,Maldonado,137,DAB,Departamental,776,1,Punta del Este
8355,Cabildo Abierto,Maldonado,138,DAB,Departamental,615,2,Punta del Este
8356,Cabildo Abierto,Maldonado,138,DAB,Departamental,1301,1,Punta del Este
8357,Cabildo Abierto,Maldonado,138,DAB,Departamental,11820,1,Punta del Este
8358,Cabildo Abierto,Maldonado,139,DAB,Departamental,37,1,Punta del Este
8359,Cabildo Abierto,Maldonado,139,DAB,Departamental,11820,1,Punta del Este
8360,Cabildo Abierto,Maldonado,141,DAB,Departamental,712,1,Punta del Este
8361,Cabildo Abierto,Maldonado,141,DAB,Departamental,1301,2,Punta del Este
8362,Cabildo Abierto,Maldonado,142,DAB,Departamental,1301,1,Punta del Este
8363,Cabildo Abierto,Maldonado,143,DAB,Departamental,712,1,Punta del Este
8364,Cabildo Abierto,Maldonado,143,DAB,Departamental,1301,1,Punta del Este
8365,Cabildo Abierto,Maldonado,144,DAB,Departamental,1301,2,Punta del Este
8366,Cabildo Abierto,Maldonado,145,DAB,Departamental,615,1,Punta del Este
8367,Cabildo Abierto,Maldonado,145,DAB,Departamental,1480,1,Punta del Este
8368,Cabildo Abierto,Maldonado,146,DAB,Departamental,11820,1,Punta del Este
8369,Cabildo Abierto,Maldonado,148,DAB,Departamental,37,1,Punta del Este
8370,Cabildo Abierto,Maldonado,149,DAB,Departamental,615,1,Punta del Este
8371,Cabildo Abierto,Maldonado,150,DAB,Departamental,37,1,Punta del Este
8372,Cabildo Abierto,Maldonado,150,DAB,Departamental,615,3,Punta del Este
8373,Cabildo Abierto,Maldonado,150,DAB,Departamental,1480,1,Punta del Este
8374,Cabildo Abierto,Maldonado,150,DAB,Departamental,11820,1,Punta del Este
8375,Cabildo Abierto,Maldonado,151,DAB,Departamental,11820,1,Punta del Este
8376,Cabildo Abierto,Maldonado,152,DAB,Departamental,615,2,Punta del Este
8377,Cabildo Abierto,Maldonado,152,DAB,Departamental,11820,3,Punta del Este
8378,Cabildo Abierto,Maldonado,153,DAB,Departamental,615,1,Punta del Este
8379,Cabildo Abierto,Maldonado,153,DAB,Departamental,1301,2,Punta del Este
8380,Cabildo Abierto,Maldonado,153,DAB,Departamental,11820,1,Punta del Este
